0/20000, episode_reward : 1, episode_length : 10, CTR : 0.1, a_loss : 0, q_loss : 0
6037/20000, episode_reward : 8, episode_length : 2, CTR : 1.0, a_loss : -23.901397705078125, q_loss : 0.12642811238765717
6038/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -29.410785675048828, q_loss : 0.17073270678520203
6039/20000, episode_reward : 10, episode_length : 2, CTR : 1.0, a_loss : -19.44082260131836, q_loss : 0.08831314742565155
6040/20000, episode_reward : 2, episode_length : 5, CTR : 0.2, a_loss : -25.72719955444336, q_loss : 0.09769709408283234
6041/20000, episode_reward : 3, episode_length : 4, CTR : 0.5, a_loss : -24.72990608215332, q_loss : 0.1309845745563507
6042/20000, episode_reward : 6, episode_length : 3, CTR : 1.0, a_loss : -23.78098487854004, q_loss : 0.08121588826179504
6043/20000, episode_reward : 6, episode_length : 4, CTR : 0.75, a_loss : -14.718780517578125, q_loss : 0.1125212162733078
6044/20000, episode_reward : 3, episode_length : 2, CTR : 1.0, a_loss : -24.39229393005371, q_loss : 0.09396742284297943
6045/20000, episode_reward : 10, episode_length : 6, CTR : 0.5, a_loss : -21.661170959472656, q_loss : 0.11896660923957825
6046/20000, episode_reward : 22, episode_length : 11, CTR : 0.45454545454545453, a_loss : -30.399883270263672, q_loss : 0.1735452264547348
6047/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -23.933650970458984, q_loss : 0.1501317024230957
6048/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -26.460418701171875, q_loss : 0.11480367928743362
6049/20000, episode_reward : 15, episode_length : 8, CTR : 0.375, a_loss : -25.27456283569336, q_loss : 0.09560892730951309
6050/20000, episode_reward : 21, episode_length : 6, CTR : 0.8333333333333334, a_loss : -23.57719612121582, q_loss : 0.0660826787352562
6051/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -20.906002044677734, q_loss : 0.0680222436785698
6052/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -27.316680908203125, q_loss : 0.05936519429087639
6053/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -19.476926803588867, q_loss : 0.1535933017730713
6054/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -28.830432891845703, q_loss : 0.12933757901191711
6055/20000, episode_reward : 3, episode_length : 3, CTR : 0.3333333333333333, a_loss : -23.884130477905273, q_loss : 0.17619101703166962
6056/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -27.729406356811523, q_loss : 0.1442210078239441
6057/20000, episode_reward : 24, episode_length : 11, CTR : 0.6363636363636364, a_loss : -28.53193473815918, q_loss : 0.09267637133598328
6058/20000, episode_reward : 48, episode_length : 16, CTR : 0.75, a_loss : -21.58049774169922, q_loss : 0.0784602165222168
6059/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -21.344989776611328, q_loss : 0.05667267367243767
6060/20000, episode_reward : 17, episode_length : 4, CTR : 0.75, a_loss : -28.957786560058594, q_loss : 0.12793108820915222
6061/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -27.47150421142578, q_loss : 0.10265011340379715
6062/20000, episode_reward : 14, episode_length : 4, CTR : 1.0, a_loss : -21.370054244995117, q_loss : 0.1443013697862625
6063/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -26.999679565429688, q_loss : 0.04696488007903099
6064/20000, episode_reward : 8, episode_length : 4, CTR : 0.75, a_loss : -22.911802291870117, q_loss : 0.053557198494672775
6065/20000, episode_reward : 51, episode_length : 28, CTR : 0.5714285714285714, a_loss : -23.157344818115234, q_loss : 0.12443715333938599
6066/20000, episode_reward : 7, episode_length : 5, CTR : 0.4, a_loss : -21.047710418701172, q_loss : 0.08482441306114197
6067/20000, episode_reward : 28, episode_length : 9, CTR : 0.6666666666666666, a_loss : -24.177349090576172, q_loss : 0.1761769950389862
6068/20000, episode_reward : 3, episode_length : 2, CTR : 0.5, a_loss : -26.036161422729492, q_loss : 0.09926313906908035
6069/20000, episode_reward : 16, episode_length : 8, CTR : 0.5, a_loss : -24.66858673095703, q_loss : 0.05971267446875572
6070/20000, episode_reward : 17, episode_length : 9, CTR : 0.4444444444444444, a_loss : -25.184127807617188, q_loss : 0.07790860533714294
6071/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -21.32122039794922, q_loss : 0.08732722699642181
6072/20000, episode_reward : 6, episode_length : 3, CTR : 0.6666666666666666, a_loss : -22.010276794433594, q_loss : 0.12598475813865662
6073/20000, episode_reward : 25, episode_length : 11, CTR : 0.6363636363636364, a_loss : -24.158370971679688, q_loss : 0.06194286420941353
6074/20000, episode_reward : 64, episode_length : 23, CTR : 0.6521739130434783, a_loss : -24.955705642700195, q_loss : 0.16065779328346252
6075/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -27.21749496459961, q_loss : 0.1274186223745346
6076/20000, episode_reward : 22, episode_length : 25, CTR : 0.32, a_loss : -22.883747100830078, q_loss : 0.051700785756111145
6077/20000, episode_reward : 7, episode_length : 4, CTR : 0.5, a_loss : -21.469636917114258, q_loss : 0.07015631347894669
6078/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -29.022541046142578, q_loss : 0.09238263219594955
6079/20000, episode_reward : 14, episode_length : 4, CTR : 0.5, a_loss : -26.028913497924805, q_loss : 0.07246069610118866
6080/20000, episode_reward : 4, episode_length : 7, CTR : 0.42857142857142855, a_loss : -22.935415267944336, q_loss : 0.05870245397090912
6081/20000, episode_reward : 8, episode_length : 5, CTR : 0.6, a_loss : -22.913570404052734, q_loss : 0.07098716497421265
6082/20000, episode_reward : 8, episode_length : 4, CTR : 1.0, a_loss : -23.41027069091797, q_loss : 0.12331588566303253
6083/20000, episode_reward : 16, episode_length : 2, CTR : 1.0, a_loss : -23.6339168548584, q_loss : 0.05943666771054268
6084/20000, episode_reward : 19, episode_length : 8, CTR : 0.625, a_loss : -19.159015655517578, q_loss : 0.13269254565238953
6085/20000, episode_reward : 16, episode_length : 17, CTR : 0.29411764705882354, a_loss : -19.229827880859375, q_loss : 0.1279921680688858
6086/20000, episode_reward : 9, episode_length : 11, CTR : 0.5454545454545454, a_loss : -24.527721405029297, q_loss : 0.07187135517597198
6087/20000, episode_reward : 4, episode_length : 5, CTR : 0.4, a_loss : -26.740577697753906, q_loss : 0.07493992894887924
6088/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -25.549419403076172, q_loss : 0.0957828164100647
6089/20000, episode_reward : 6, episode_length : 6, CTR : 0.5, a_loss : -26.495281219482422, q_loss : 0.08953750133514404
6090/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -22.40161895751953, q_loss : 0.15057995915412903
6091/20000, episode_reward : 24, episode_length : 8, CTR : 0.875, a_loss : -26.22047233581543, q_loss : 0.11755502223968506
6092/20000, episode_reward : 32, episode_length : 11, CTR : 0.8181818181818182, a_loss : -25.23957633972168, q_loss : 0.10032811760902405
6093/20000, episode_reward : 40, episode_length : 11, CTR : 0.7272727272727273, a_loss : -20.91533851623535, q_loss : 0.06844889372587204
6094/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -20.972858428955078, q_loss : 0.08735820651054382
6095/20000, episode_reward : 85, episode_length : 29, CTR : 0.7241379310344828, a_loss : -21.968017578125, q_loss : 0.09690798819065094
6096/20000, episode_reward : 5, episode_length : 2, CTR : 0.5, a_loss : -19.30072021484375, q_loss : 0.08196184039115906
6097/20000, episode_reward : 19, episode_length : 8, CTR : 0.75, a_loss : -31.32636260986328, q_loss : 0.20323807001113892
6098/20000, episode_reward : 58, episode_length : 20, CTR : 0.8, a_loss : -26.805892944335938, q_loss : 0.13734695315361023
6099/20000, episode_reward : 33, episode_length : 21, CTR : 0.5238095238095238, a_loss : -21.98264503479004, q_loss : 0.09900616854429245
6100/20000, episode_reward : 7, episode_length : 3, CTR : 0.6666666666666666, a_loss : -23.885395050048828, q_loss : 0.08258689939975739
6101/20000, episode_reward : 4, episode_length : 4, CTR : 0.5, a_loss : -25.366531372070312, q_loss : 0.043763238936662674
6102/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -21.18796730041504, q_loss : 0.08289928734302521
6103/20000, episode_reward : 0, episode_length : 3, CTR : 0.0, a_loss : -23.164138793945312, q_loss : 0.12464652210474014
6104/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -26.150314331054688, q_loss : 0.09234274923801422
6105/20000, episode_reward : 31, episode_length : 11, CTR : 0.6363636363636364, a_loss : -23.097644805908203, q_loss : 0.07549495249986649
6106/20000, episode_reward : 31, episode_length : 9, CTR : 0.8888888888888888, a_loss : -18.87653350830078, q_loss : 0.09713715314865112
6107/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -25.907814025878906, q_loss : 0.1105843186378479
6108/20000, episode_reward : 8, episode_length : 6, CTR : 0.6666666666666666, a_loss : -25.377592086791992, q_loss : 0.07741989195346832
6109/20000, episode_reward : 38, episode_length : 14, CTR : 0.7857142857142857, a_loss : -27.646961212158203, q_loss : 0.06165051460266113
6110/20000, episode_reward : 2, episode_length : 3, CTR : 0.3333333333333333, a_loss : -22.50115203857422, q_loss : 0.07090190052986145
6111/20000, episode_reward : 74, episode_length : 42, CTR : 0.6428571428571429, a_loss : -23.52318000793457, q_loss : 0.13373318314552307
6112/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -25.221105575561523, q_loss : 0.09952951967716217
6113/20000, episode_reward : 19, episode_length : 9, CTR : 0.5555555555555556, a_loss : -30.06145477294922, q_loss : 0.09291030466556549
6114/20000, episode_reward : 9, episode_length : 8, CTR : 0.625, a_loss : -22.186840057373047, q_loss : 0.11497817933559418
6115/20000, episode_reward : 9, episode_length : 4, CTR : 0.5, a_loss : -21.995845794677734, q_loss : 0.08738116919994354
6116/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -23.631023406982422, q_loss : 0.07209168374538422
6117/20000, episode_reward : 10, episode_length : 5, CTR : 0.4, a_loss : -31.926467895507812, q_loss : 0.1173970103263855
6118/20000, episode_reward : 12, episode_length : 7, CTR : 0.8571428571428571, a_loss : -26.317060470581055, q_loss : 0.08522333204746246
6119/20000, episode_reward : 2, episode_length : 2, CTR : 0.5, a_loss : -23.665203094482422, q_loss : 0.13273665308952332
6120/20000, episode_reward : 12, episode_length : 3, CTR : 1.0, a_loss : -19.10364532470703, q_loss : 0.08453072607517242
6121/20000, episode_reward : 8, episode_length : 4, CTR : 1.0, a_loss : -21.355342864990234, q_loss : 0.1914968341588974
6122/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -17.440401077270508, q_loss : 0.12682722508907318
6123/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -22.758193969726562, q_loss : 0.07314008474349976
6124/20000, episode_reward : 37, episode_length : 11, CTR : 0.8181818181818182, a_loss : -23.307296752929688, q_loss : 0.13304121792316437
6125/20000, episode_reward : 1, episode_length : 1, CTR : 1.0, a_loss : -28.75757598876953, q_loss : 0.08214712142944336
6126/20000, episode_reward : 10, episode_length : 3, CTR : 0.6666666666666666, a_loss : -23.29711151123047, q_loss : 0.09745485335588455
6127/20000, episode_reward : 74, episode_length : 23, CTR : 0.782608695652174, a_loss : -19.222686767578125, q_loss : 0.09357066452503204
6128/20000, episode_reward : 32, episode_length : 9, CTR : 0.8888888888888888, a_loss : -23.4454345703125, q_loss : 0.10213999450206757
6129/20000, episode_reward : 0, episode_length : 2, CTR : 0.0, a_loss : -21.359060287475586, q_loss : 0.09986847639083862
6130/20000, episode_reward : 10, episode_length : 3, CTR : 0.6666666666666666, a_loss : -23.399999618530273, q_loss : 0.07235711812973022
6131/20000, episode_reward : 4, episode_length : 3, CTR : 1.0, a_loss : -21.796546936035156, q_loss : 0.060044530779123306
6132/20000, episode_reward : 8, episode_length : 5, CTR : 0.8, a_loss : -23.81305503845215, q_loss : 0.04227257892489433
6133/20000, episode_reward : 12, episode_length : 2, CTR : 1.0, a_loss : -27.09326934814453, q_loss : 0.0614665150642395
6134/20000, episode_reward : 5, episode_length : 6, CTR : 0.5, a_loss : -27.983449935913086, q_loss : 0.17705053091049194
6135/20000, episode_reward : 102, episode_length : 31, CTR : 0.8387096774193549, a_loss : -23.689105987548828, q_loss : 0.10179755836725235
6136/20000, episode_reward : 0, episode_length : 6, CTR : 0.0, a_loss : -22.393503189086914, q_loss : 0.13421067595481873
6137/20000, episode_reward : 4, episode_length : 2, CTR : 1.0, a_loss : -22.13632583618164, q_loss : 0.09814237058162689
6138/20000, episode_reward : 9, episode_length : 18, CTR : 0.1111111111111111, a_loss : -20.191267013549805, q_loss : 0.152546226978302
6139/20000, episode_reward : 6, episode_length : 6, CTR : 0.5, a_loss : -25.681856155395508, q_loss : 0.18374887108802795
6140/20000, episode_reward : 12, episode_length : 6, CTR : 1.0, a_loss : -31.72477912902832, q_loss : 0.09506579488515854
6141/20000, episode_reward : 8, episode_length : 3, CTR : 1.0, a_loss : -23.712520599365234, q_loss : 0.13798372447490692
6142/20000, episode_reward : 7, episode_length : 6, CTR : 0.3333333333333333, a_loss : -22.694564819335938, q_loss : 0.09911569952964783
6143/20000, episode_reward : 4, episode_length : 3, CTR : 1.0, a_loss : -30.46548843383789, q_loss : 0.16044485569000244
6144/20000, episode_reward : 20, episode_length : 5, CTR : 0.8, a_loss : -22.448421478271484, q_loss : 0.1491161733865738
6145/20000, episode_reward : 4, episode_length : 3, CTR : 0.6666666666666666, a_loss : -24.167232513427734, q_loss : 0.08102265000343323
6146/20000, episode_reward : 6, episode_length : 3, CTR : 1.0, a_loss : -24.175617218017578, q_loss : 0.05762004479765892
6147/20000, episode_reward : 4, episode_length : 1, CTR : 1.0, a_loss : -28.129751205444336, q_loss : 0.1400897204875946
6148/20000, episode_reward : 4, episode_length : 3, CTR : 1.0, a_loss : -23.55038070678711, q_loss : 0.09639043360948563
6149/20000, episode_reward : 6, episode_length : 18, CTR : 0.3333333333333333, a_loss : -21.961528778076172, q_loss : 0.08214540779590607
6150/20000, episode_reward : 12, episode_length : 8, CTR : 0.25, a_loss : -21.05759048461914, q_loss : 0.12622788548469543
6151/20000, episode_reward : 3, episode_length : 1, CTR : 1.0, a_loss : -28.19476318359375, q_loss : 0.1539488136768341
6152/20000, episode_reward : 5, episode_length : 1, CTR : 1.0, a_loss : -26.062515258789062, q_loss : 0.059752680361270905
6153/20000, episode_reward : 12, episode_length : 3, CTR : 1.0, a_loss : -19.689048767089844, q_loss : 0.13126854598522186
6154/20000, episode_reward : 25, episode_length : 8, CTR : 1.0, a_loss : -26.584197998046875, q_loss : 0.08012596517801285
6155/20000, episode_reward : 16, episode_length : 3, CTR : 0.6666666666666666, a_loss : -28.362781524658203, q_loss : 0.1042216420173645
6156/20000, episode_reward : 13, episode_length : 4, CTR : 0.75, a_loss : -25.943143844604492, q_loss : 0.17414630949497223
6157/20000, episode_reward : 118, episode_length : 42, CTR : 0.7142857142857143, a_loss : -28.386024475097656, q_loss : 0.15770843625068665
6158/20000, episode_reward : 1, episode_length : 2, CTR : 0.5, a_loss : -25.423526763916016, q_loss : 0.09727934002876282
6159/20000, episode_reward : 43, episode_length : 15, CTR : 0.6666666666666666, a_loss : -30.578725814819336, q_loss : 0.17821325361728668
6160/20000, episode_reward : 14, episode_length : 4, CTR : 1.0, a_loss : -25.21038055419922, q_loss : 0.10612685978412628
6161/20000, episode_reward : 10, episode_length : 5, CTR : 0.8, a_loss : -21.19751739501953, q_loss : 0.10248367488384247
6162/20000, episode_reward : 5, episode_length : 2, CTR : 1.0, a_loss : -28.16463279724121, q_loss : 0.08163950592279434
6163/20000, episode_reward : 6, episode_length : 4, CTR : 0.75, a_loss : -23.678131103515625, q_loss : 0.059892021119594574
6164/20000, episode_reward : 6, episode_length : 3, CTR : 0.6666666666666666, a_loss : -26.848735809326172, q_loss : 0.2096184641122818
6165/20000, episode_reward : 32, episode_length : 6, CTR : 0.6666666666666666, a_loss : -28.623817443847656, q_loss : 0.09429633617401123
6166/20000, episode_reward : 0, episode_length : 1, CTR : 0.0, a_loss : -22.565982818603516, q_loss : 0.11480467766523361
6167/20000, episode_reward : 31, episode_length : 18, CTR : 0.3888888888888889, a_loss : -23.707754135131836, q_loss : 0.10701664537191391
6168/20000, episode_reward : 2, episode_length : 1, CTR : 1.0, a_loss : -23.248138427734375, q_loss : 0.07254768162965775
